#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
0,1,1,1,1,1,161,34.29
1,0,1,1,1,1,161,34.29
5,1,1,1,1,0,161,34.29
5,1,1,1,0,0,161,34.29
0,1,1,1,1,1,162,34.50
0,1,1,1,1,1,163,34.72
1,0,1,1,1,1,163,34.72
1,0,1,1,1,1,164,34.93
1,0,1,1,1,1,165,35.14
0,1,1,1,1,1,165,35.14
1,0,1,1165,35.14
0,1,1,1,1,1,166,35.35
1,0,1,1,1,1,167,35.57
0,1,1,1,1,1,167,35.57
5,1,1,1,1,0,167,35.57
2,0,0,1,1,1,167,35.57
2,0,1,0,1,1,167,35.57
3,0,1,1,1,0,167,35.57
1,0,1,1,1,1,168,35.78
2,0,0,1,1,1,169,35.99
2,1,0,1,1,1,169,35.99
1,0,1,1,1,1,169,35.99
0,1,1,1,1,1,169,35.99
2,1,0,1,1,1,170,36.21
2,0,0,1,1,1,171,36.42
2,1,0,1,1,1,171,36.42
1,0,1,1,1,1,171,36.42
2,0,1,0,1,1,171,36.42
3,1,1,0,1,1,171,36.42
3,1,0,0,1,1,171,36.42
2,0,0,0,1,1,171,36.42
4,1,0,0,0,0,172,36.63
2,1,0,1,1,1,173,36.85
3,1,0,0,1,1,173,36.85
2,0,0,0,1,1,173,36.85
2,0,0,0,1,1,174,37.06
2,0,0,0,1,1,175,37.27
3,1,0,0,1,1,175,37.27
2,0,0,1,1,1,175,37.27
2,1,0,1,1,1,175,37.27
3,1,0,0,1,1,176,37.48
3,1,0,0,1,1,177,37.70
2,0,0,0,1,1,177,37.70
2,0,1,0,1,1,177,37.70
2,0,0,1,1,1,177,37.70
2,1,0,1,1,1,177,37.70
1,0,1,1,1,1,177,37.70
0,1,1,1,1,1,177,37.70
1,0,1,1,1,1,178,37.91
0,1,1,1,1,1,179,38.12
1,0,1,1,1,1,179,38.12
3,0,0,0,0,1,179,38.12
4,1,1,0,0,1,179,38.12
3,1,1,0,1,1,179,38.12
3,0,1,0,0,1,179,38.12
2,0,1,0,1,1,179,38.12
0,1,1,1,1,1,180,38.34
0,1,1,1,1,1,181,38.55
1,0,1,1,1,1,181,38.55
1,0,1,1,1,1,182,38.76
1,0,1,1,1,1,183,38.98
0,1,1,1,1,1,183,38.98
0,1,1,1,1,1,184,39.19
0,1,1,1,1,1,185,39.40
0,1,1,1,1,1,186,39.61
1,0,1,1,1,1,186,39.61
3,1,1,0,1,1,186,39.61
2,0,1,0,1,1,186,39.61
4,1,1,0,1,0,186,39.61
3,1,0,0,1,1,186,39.61
2,0,0,0,1,1,186,39.61
3,1,0,0,1,1,187,39.83
2,0,0,0,1,1,187,39.83
3,1,1,0,1,1,187,39.83
2,0,1,0,1,1,187,39.83
4,1,1,0,0,0,187,39.83
3,0,1,0,1,0,187,39.83
3,0,1,0,0,0,187,39.83
4,1,1,0,1,0,187,39.83
4,1,1,0,1,0,188,40.04
4,1,1,0,0,1,189,40.25
3,0,1,0,0,0,189,40.25
3,0,1,0,0,1,189,40.25
3,0,0,0,0,1,189,40.25
3,1,0,0,0,1,189,40.25
3,1,0,0,1,1,189,40.25
2,0,0,0,1,1,189,40.25
3,0,0,0,1,0,189,40.25
3,1,0,0,1,0,189,40.25
2,0,0,0,1,1,190,40.47
2,0,0,0,1,1,191,40.68
3,1,0,0,1,1,191,40.68
3,1,0,0,1,0,191,40.68
2,0,0,1,1,1,191,40.68
2,1,0,1,1,1,191,40.68
1,0,1,1,1,1,191,40.68
0,1,1,1,1,1,191,40.68
3,0,1,1,1,0,191,40.68
0,1,1,1,1,1,192,40.89
0,1,1,1,1,1,193,41.11
1,0,1,1,1,1,193,41.11
1,0,1,1,1,1,194,41.32
0,1,1,1,1,1,195,41.53
3,1,0,0,1,1,195,41.53
3,1,1,0,1,1,195,41.53
2,0,1,0,1,1,195,41.53
2,0,1,0,1,1,196,41.74
2,0,0,0,1,1,197,41.96
3,1,0,0,1,1,197,41.96
2,0,0,0,1,1,198,42.17
3,1,0,0,1,0,199,42.38
4,1,0,0,0,0,199,42.38
3,0,0,0,0,0,199,42.38
4,1,0,0,0,0,200,42.60
4,1,0,0,0,0,201,42.81
3,0,0,0,0,0,201,42.81
